"AnnoA","CorsoTIPO","ClasseNUMERO","ClasseNOME","DiplomaTipo","Sesso","nImm"
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Altro diploma","M",9
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Diploma di istruzione professionale","M",4
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Diploma di istruzione tecnica","M",5
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo artistico","M",1
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo classico","M",20
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo delle scienze umane","M",3
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo linguistico","M",3
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo scientifico","M",105
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Altro diploma","F",8
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Diploma di istruzione professionale","F",4
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Diploma di istruzione tecnica","F",3
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Liceo classico","F",47
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Liceo delle scienze umane","F",1
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Liceo linguistico","F",4
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Liceo scientifico","F",103
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Altro diploma","M",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Diploma di istruzione professionale","M",15
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Diploma di istruzione tecnica","M",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Liceo classico","M",38
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Liceo delle scienze umane","M",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-46","Odontoiatria e protesi dentaria","Liceo scientifico","M",144
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Altro diploma","F",36
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Diploma di istruzione professionale","F",45
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Diploma di istruzione tecnica","F",139
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo artistico","F",14
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo classico","F",182
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo delle scienze umane","F",708
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo linguistico","F",100
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo scientifico","F",419
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Altro diploma","M",1
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Diploma di istruzione professionale","M",4
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Diploma di istruzione tecnica","M",14
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo artistico","M",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo classico","M",11
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo delle scienze umane","M",14
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo linguistico","M",3
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-85 bis","Scienze della formazione primaria","Liceo scientifico","M",19
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Altro diploma","F",260
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Diploma di istruzione professionale","F",454
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Diploma di istruzione tecnica","F",2133
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo artistico","F",83
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo classico","F",6283
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo delle scienze umane","F",1756
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo linguistico","F",1148
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo scientifico","F",4814
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Altro diploma","M",146
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Diploma di istruzione professionale","M",262
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Diploma di istruzione tecnica","M",2033
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo artistico","M",38
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo classico","M",3067
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo delle scienze umane","M",241
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo linguistico","M",242
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMG/01","Magistrali in giurisprudenza","Liceo scientifico","M",4223
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Altro diploma","F",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Diploma di istruzione professionale","F",1
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Diploma di istruzione tecnica","F",7
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Liceo artistico","F",4
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Liceo classico","F",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Liceo scientifico","F",1
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Altro diploma","M",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Diploma di istruzione tecnica","M",1
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LMR/02","Conservazione e restauro dei beni culturali","Liceo classico","M",1
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","04/S-cu","Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico","Altro diploma","F",1
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","14/S","Specialistiche in farmacia e farmacia industriale","Altro diploma","F",13
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","14/S","Specialistiche in farmacia e farmacia industriale","Altro diploma","M",4
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","46/S","Specialistiche in medicina e chirurgia","Altro diploma","F",39
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","46/S","Specialistiche in medicina e chirurgia","Liceo scientifico","F",1
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","46/S","Specialistiche in medicina e chirurgia","Altro diploma","M",7
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","47/S","Specialistiche in medicina veterinaria","Altro diploma","F",2
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","47/S","Specialistiche in medicina veterinaria","Altro diploma","M",3
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","47/S","Specialistiche in medicina veterinaria","Diploma di istruzione professionale","M",1
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","52/S","Specialistiche in odontoiatria e protesi dentaria","Altro diploma","F",3
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","52/S","Specialistiche in odontoiatria e protesi dentaria","Altro diploma","M",5
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","52/S","Specialistiche in odontoiatria e protesi dentaria","Diploma di istruzione professionale","M",2
"2011/2012","Laurea Specialistica a Ciclo Unico - dm 509/99","52/S","Specialistiche in odontoiatria e protesi dentaria","Liceo scientifico","M",1
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Altro diploma","F",98
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Diploma di istruzione professionale","F",112
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Diploma di istruzione tecnica","F",167
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo artistico","F",16
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo classico","F",175
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo delle scienze umane","F",832
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo linguistico","F",131
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo scientifico","F",413
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Altro diploma","M",2
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Diploma di istruzione professionale","M",8
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Diploma di istruzione tecnica","M",20
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo classico","M",8
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo delle scienze umane","M",23
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo linguistico","M",2
"2010/2011","Corso di Laurea - vecchio ordinamento","18-bis","Scienze della Formazione Primaria - Quadriennale","Liceo scientifico","M",27
"2010/2011","Laurea  - dm 509/99",1,"Biotecnologie","Altro diploma","F",1
"2010/2011","Laurea  - dm 509/99",2,"Scienze dei servizi giuridici","Altro diploma","F",1
"2010/2011","Laurea  - dm 509/99",2,"Scienze dei servizi giuridici","Liceo classico","F",2
"2010/2011","Laurea  - dm 509/99",2,"Scienze dei servizi giuridici","Diploma di istruzione tecnica","M",2
"2010/2011","Laurea  - dm 509/99",3,"Scienze della mediazione linguistica","Altro diploma","F",6
"2010/2011","Laurea  - dm 509/99",3,"Scienze della mediazione linguistica","Liceo delle scienze umane","F",1
"2010/2011","Laurea  - dm 509/99",3,"Scienze della mediazione linguistica","Liceo linguistico","F",1
"2010/2011","Laurea  - dm 509/99",3,"Scienze della mediazione linguistica","Altro diploma","M",1
"2010/2011","Laurea  - dm 509/99",4,"Scienze dell'architettura e dell'ingegneria edile","Altro diploma","F",1
"2010/2011","Laurea  - dm 509/99",4,"Scienze dell'architettura e dell'ingegneria edile","Diploma di istruzione tecnica","F",1
"2010/2011","Laurea  - dm 509/99",4,"Scienze dell'architettura e dell'ingegneria edile","Altro diploma","M",1
"2010/2011","Laurea  - dm 509/99",4,"Scienze dell'architettura e dell'ingegneria edile","Liceo scientifico","M",1
"2010/2011","Laurea  - dm 509/99",5,"Lettere","Altro diploma","F",8
"2010/2011","Laurea  - dm 509/99",5,"Lettere","Altro diploma","M",1
"2010/2011","Laurea  - dm 509/99",6,"Scienze del servizio sociale","Altro diploma","F",1
"2010/2011","Laurea  - dm 509/99",6,"Scienze del servizio sociale","Diploma di istruzione tecnica","F",1
"2010/2011","Laurea  - dm 509/99",8,"Ingegneria civile e ambientale","Altro diploma","F",2
"2010/2011","Laurea  - dm 509/99",8,"Ingegneria civile e ambientale","Diploma di istruzione tecnica","F",1
"2010/2011","Laurea  - dm 509/99",8,"Ingegneria civile e ambientale","Liceo scientifico","F",1
"2010/2011","Laurea  - dm 509/99",8,"Ingegneria civile e ambientale","Altro diploma","M",2
"2010/2011","Laurea  - dm 509/99",8,"Ingegneria civile e ambientale","Diploma di istruzione tecnica","M",12
"2010/2011","Laurea  - dm 509/99",8,"Ingegneria civile e ambientale","Liceo scientifico","M",6
"2010/2011","Laurea  - dm 509/99",9,"Ingegneria dell'informazione","Altro diploma","F",4
"2010/2011","Laurea  - dm 509/99",9,"Ingegneria dell'informazione","Altro diploma","M",5
"2010/2011","Laurea  - dm 509/99",9,"Ingegneria dell'informazione","Diploma di istruzione tecnica","M",1
"2010/2011","Laurea  - dm 509/99",10,"Ingegneria industriale","Altro diploma","F",13
"2010/2011","Laurea  - dm 509/99",10,"Ingegneria industriale","Altro diploma","M",17
"2010/2011","Laurea  - dm 509/99",10,"Ingegneria industriale","Diploma di istruzione tecnica","M",1
"2010/2011","Laurea  - dm 509/99",10,"Ingegneria industriale","Liceo scientifico","M",1
"2010/2011","Laurea  - dm 509/99",11,"Lingue e culture moderne","Altro diploma","F",3
"2010/2011","Laurea  - dm 509/99",12,"Scienze biologiche","Altro diploma","F",4
"2010/2011","Laurea  - dm 509/99",12,"Scienze biologiche","Altro diploma","M",1
"2010/2011","Laurea  - dm 509/99",14,"Scienze della comunicazione","Altro diploma","F",3
"2010/2011","Laurea  - dm 509/99",14,"Scienze della comunicazione","Liceo classico","F",1
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Altro diploma","F",2
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Diploma di istruzione professionale","F",4
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Diploma di istruzione tecnica","F",25
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Liceo artistico","F",1
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Liceo classico","F",4
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Liceo delle scienze umane","F",5
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Liceo linguistico","F",1
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Liceo scientifico","F",7
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Diploma di istruzione professionale","M",46
"2010/2011","Laurea  - dm 509/99",15,"Scienze politiche e delle relazioni internazionali","Diploma di istruzione tecnica","M",299
