"AnnoA","CorsoTIPO","ClasseNUMERO","ClasseNOME","DiplomaTipo","Sesso","nImm"
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo delle scienze umane","F",33
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo linguistico","F",15
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo scientifico","F",185
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Altro diploma","M",129
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Diploma di istruzione professionale","M",227
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Diploma di istruzione tecnica","M",2051
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo artistico","M",15
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo classico","M",87
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo delle scienze umane","M",39
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo linguistico","M",33
"2011/2012","Laurea - dm 270/04","L-31","Scienze e tecnologie informatiche","Liceo scientifico","M",1272
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Altro diploma","F",44
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Diploma di istruzione professionale","F",98
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Diploma di istruzione tecnica","F",306
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo artistico","F",28
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo classico","F",355
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo delle scienze umane","F",231
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo linguistico","F",168
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo scientifico","F",964
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Altro diploma","M",27
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Diploma di istruzione professionale","M",107
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Diploma di istruzione tecnica","M",355
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo artistico","M",15
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo classico","M",123
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo delle scienze umane","M",30
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo linguistico","M",33
"2011/2012","Laurea - dm 270/04","L-32","Scienze e tecnologie per l'ambiente e la natura","Liceo scientifico","M",790
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Altro diploma","F",356
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Diploma di istruzione professionale","F",275
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Diploma di istruzione tecnica","F",1689
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo artistico","F",20
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo classico","F",541
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo delle scienze umane","F",211
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo linguistico","F",332
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo scientifico","F",1515
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Altro diploma","M",317
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Diploma di istruzione professionale","M",223
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Diploma di istruzione tecnica","M",2002
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo artistico","M",4
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo classico","M",477
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo delle scienze umane","M",56
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo linguistico","M",107
"2011/2012","Laurea - dm 270/04","L-33","Scienze economiche","Liceo scientifico","M",2596
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Altro diploma","F",10
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Diploma di istruzione professionale","F",21
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Diploma di istruzione tecnica","F",88
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo artistico","F",4
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo classico","F",68
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo delle scienze umane","F",35
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo linguistico","F",23
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo scientifico","F",251
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Altro diploma","M",16
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Diploma di istruzione professionale","M",45
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Diploma di istruzione tecnica","M",268
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo classico","M",58
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo delle scienze umane","M",16
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo linguistico","M",11
"2011/2012","Laurea - dm 270/04","L-34","Scienze geologiche","Liceo scientifico","M",421
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Altro diploma","F",18
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Diploma di istruzione professionale","F",31
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Diploma di istruzione tecnica","F",135
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo artistico","F",4
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo classico","F",154
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo delle scienze umane","F",114
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo linguistico","F",75
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo scientifico","F",871
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Altro diploma","M",19
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Diploma di istruzione professionale","M",22
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Diploma di istruzione tecnica","M",186
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo artistico","M",3
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo classico","M",67
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo delle scienze umane","M",13
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo linguistico","M",14
"2011/2012","Laurea - dm 270/04","L-35","Scienze matematiche","Liceo scientifico","M",791
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Altro diploma","F",206
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Diploma di istruzione professionale","F",183
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Diploma di istruzione tecnica","F",687
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo artistico","F",29
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo classico","F",799
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo delle scienze umane","F",498
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo linguistico","F",649
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo scientifico","F",835
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Altro diploma","M",172
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Diploma di istruzione professionale","M",261
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Diploma di istruzione tecnica","M",1327
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo artistico","M",17
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo classico","M",543
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo delle scienze umane","M",159
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo linguistico","M",200
"2011/2012","Laurea - dm 270/04","L-36","Scienze politiche e delle relazioni internazionali","Liceo scientifico","M",1242
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Altro diploma","F",24
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Diploma di istruzione professionale","F",24
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Diploma di istruzione tecnica","F",58
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo artistico","F",5
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo classico","F",58
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo delle scienze umane","F",36
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo linguistico","F",39
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo scientifico","F",65
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Altro diploma","M",17
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Diploma di istruzione professionale","M",13
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Diploma di istruzione tecnica","M",75
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo artistico","M",3
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo classico","M",28
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo delle scienze umane","M",8
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo linguistico","M",5
"2011/2012","Laurea - dm 270/04","L-37","Scienze sociali per la cooperazione lo sviluppo e la pace","Liceo scientifico","M",73
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Altro diploma","F",25
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Diploma di istruzione professionale","F",95
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Diploma di istruzione tecnica","F",241
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo artistico","F",22
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo classico","F",173
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo delle scienze umane","F",151
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo linguistico","F",98
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo scientifico","F",505
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Altro diploma","M",11
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Diploma di istruzione professionale","M",54
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Diploma di istruzione tecnica","M",161
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo artistico","M",2
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo classico","M",34
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo delle scienze umane","M",16
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo linguistico","M",7
"2011/2012","Laurea - dm 270/04","L-38","Scienze zootecniche e tecnologie delle produzioni animali","Liceo scientifico","M",200
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Altro diploma","F",89
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Diploma di istruzione professionale","F",287
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Diploma di istruzione tecnica","F",584
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo artistico","F",28
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo classico","F",263
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo delle scienze umane","F",1164
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo linguistico","F",157
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo scientifico","F",504
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Altro diploma","M",14
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Diploma di istruzione professionale","M",34
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Diploma di istruzione tecnica","M",130
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo artistico","M",1
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo classico","M",21
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo delle scienze umane","M",43
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo linguistico","M",3
"2011/2012","Laurea - dm 270/04","L-39","Servizio sociale","Liceo scientifico","M",55
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Altro diploma","F",36
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Diploma di istruzione professionale","F",121
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Diploma di istruzione tecnica","F",349
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo artistico","F",30
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo classico","F",185
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo delle scienze umane","F",513
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo linguistico","F",115
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo scientifico","F",352
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Altro diploma","M",12
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Diploma di istruzione professionale","M",63
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Diploma di istruzione tecnica","M",229
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo artistico","M",10
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo classico","M",40
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo delle scienze umane","M",66
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo linguistico","M",13
"2011/2012","Laurea - dm 270/04","L-40","Sociologia","Liceo scientifico","M",175
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Altro diploma","F",27
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Diploma di istruzione professionale","F",17
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Diploma di istruzione tecnica","F",115
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo artistico","F",5
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo classico","F",39
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo delle scienze umane","F",23
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo linguistico","F",26
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo scientifico","F",186
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Altro diploma","M",17
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Diploma di istruzione professionale","M",22
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Diploma di istruzione tecnica","M",179
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo artistico","M",1
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo classico","M",16
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo delle scienze umane","M",3
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo linguistico","M",3
"2011/2012","Laurea - dm 270/04","L-41","Statistica","Liceo scientifico","M",283
"2011/2012","Laurea - dm 270/04","L-42","Storia","Altro diploma","F",20
"2011/2012","Laurea - dm 270/04","L-42","Storia","Diploma di istruzione professionale","F",43
"2011/2012","Laurea - dm 270/04","L-42","Storia","Diploma di istruzione tecnica","F",97
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo artistico","F",33
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo classico","F",162
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo delle scienze umane","F",110
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo linguistico","F",47
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo scientifico","F",108
"2011/2012","Laurea - dm 270/04","L-42","Storia","Altro diploma","M",30
"2011/2012","Laurea - dm 270/04","L-42","Storia","Diploma di istruzione professionale","M",81
"2011/2012","Laurea - dm 270/04","L-42","Storia","Diploma di istruzione tecnica","M",198
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo artistico","M",19
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo classico","M",193
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo delle scienze umane","M",57
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo linguistico","M",32
"2011/2012","Laurea - dm 270/04","L-42","Storia","Liceo scientifico","M",310
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Altro diploma","F",19
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Diploma di istruzione professionale","F",10
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Diploma di istruzione tecnica","F",46
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo artistico","F",26
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo classico","F",39
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo delle scienze umane","F",22
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo linguistico","F",10
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo scientifico","F",82
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Altro diploma","M",10
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Diploma di istruzione professionale","M",6
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Diploma di istruzione tecnica","M",27
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo artistico","M",1
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo classico","M",5
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo delle scienze umane","M",2
"2011/2012","Laurea - dm 270/04","L-43","Diagnostica per la conservazione dei beni culturali","Liceo scientifico","M",31
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Altro diploma","F",48
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Diploma di istruzione professionale","F",9
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Diploma di istruzione tecnica","F",182
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo artistico","F",76
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo classico","F",379
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo delle scienze umane","F",32
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo linguistico","F",43
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo scientifico","F",1099
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Altro diploma","M",36
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Diploma di istruzione professionale","M",6
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Diploma di istruzione tecnica","M",398
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo artistico","M",53
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo classico","M",116
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo delle scienze umane","M",9
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo linguistico","M",8
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-04cu","Architettura e ingegneria edile-architettura (quinquennale)","Liceo scientifico","M",915
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Altro diploma","F",162
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Diploma di istruzione professionale","F",66
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Diploma di istruzione tecnica","F",191
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo artistico","F",10
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo classico","F",1237
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo delle scienze umane","F",279
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo linguistico","F",196
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo scientifico","F",2932
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Altro diploma","M",98
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Diploma di istruzione professionale","M",60
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Diploma di istruzione tecnica","M",184
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo artistico","M",3
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo classico","M",339
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo delle scienze umane","M",27
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo linguistico","M",20
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-13ante22","Farmacia e farmacia industriale","Liceo scientifico","M",1406
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Altro diploma","F",131
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Diploma di istruzione professionale","F",5
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Diploma di istruzione tecnica","F",21
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo artistico","F",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo classico","F",869
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo delle scienze umane","F",22
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo linguistico","F",55
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo scientifico","F",1303
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Altro diploma","M",175
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Diploma di istruzione professionale","M",13
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Diploma di istruzione tecnica","M",35
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo classico","M",617
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo delle scienze umane","M",15
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo linguistico","M",15
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-41","Medicina e chirurgia","Liceo scientifico","M",1774
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Altro diploma","F",10
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Diploma di istruzione professionale","F",4
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Diploma di istruzione tecnica","F",6
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo artistico","F",2
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo classico","F",67
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo delle scienze umane","F",4
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo linguistico","F",5
"2011/2012","Laurea Magistrale a Ciclo Unico - dm 270/04","LM-42","Medicina veterinaria","Liceo scientifico","F",143
